Emp.No,Name,Retirement,Sex,Age,Tenure,Hiring.Source,University,Univ.GPA,Education.Level,Biz.Location,Job.Family,Team,Is.Manager,OverTime,Performance.Score,Unused.Vacation,Cognitive.Score,Endurance.Score,Execution.Score,Manager.Vision,Manager.Communication,Manager.Execution,Engagement.Score,Sales.Amount
2554,Jane1259,No,Female,33,14.5,Intern,PEKING UNIVERSITY,80.89,Master,Tokyo,Research,Finance,No,30,73.6,6,98,96,80,50,11,74,51.6,NA
22,Jane1260,No,Female,51,34.9,Job Board,THE UNIVERSITY OF TOKYO,85.11,Bachelor,Seoul,Manufacturing,Tech Support,No,196,73.2,1,77,78,90,23,4,26,48.8,NA
3074,John1261,No,Male,41,31.1,Job Board,PEKING UNIVERSITY,87.33,Master,Tokyo,Research,Tech Support,Yes,58,51,9,68,79,82,14,13,13,45.5,NA
2428,John1262,No,Male,46,36.1,Job Board,HARVARD UNIVERSITY,74.89,Doctor,Tokyo,Research,Quality Assurance,Yes,74,55.1,7,71,75,98,34,32,27,45.5,NA
2484,John1263,No,Male,38,18.5,Job Board,UNIVERSITY OF CAMBRIDGE,82.44,2-Year College,Tokyo,Manufacturing,Marketing,No,214,32.1,25,83,66,98,90,74,21,66.1,NA
3459,Jane1264,No,Female,37,21.5,Job Board,NAGOYA UNIVERSITY,85.56,Bachelor,Singapore,Marketing,Manufacturing,No,13,41,7,78,85,70,23,23,22,40.2,52459
4831,Jane1265,No,Female,42,27.4,Job Board,THE UNIVERSITY OF TOKYO,80,Bachelor,Seoul,Manufacturing,Quality Assurance,No,184,23.5,10,85,68,74,32,49,8,41.7,NA
5305,Jane1266,No,Female,31,14,Intern,CORNELL UNIVERSITY,93.72,Doctor,Shanghai,Administration,Biz Dev,No,2,49,5,92,81,92,22,29,21,45.6,NA
409,John1267,No,Male,32,21.6,Job Board,TSINGHUA UNIVERSITY,80,Bachelor,Singapore,Manufacturing,Biz Dev,Yes,204,47.8,11,94,85,78,10,38,57,47,NA
3940,John1268,No,Male,38,16.6,Job Board,UNIVERSITY OF SUSSEX,90.22,Bachelor,Tokyo,Manufacturing,Tech Support,No,214,35,13,76,67,70,5,16,11,41.3,NA
4696,John1269,No,Male,29,7.3,Job Board,SEOUL NATIONAL UNIVERSITY,88,Doctor,Shanghai,Marketing,Marketing,No,19,37.6,13,96,95,82,91,74,30,63.4,96575
2392,John1270,No,Male,43,24.2,Job Board,HOKKAIDO UNIVERSITY,86,Bachelor,Shanghai,Research,Manufacturing,No,99,47.9,1,88,90,74,26,41,15,44.3,NA
3577,John1271,No,Male,38,21.5,Job Board,SEOUL NATIONAL UNIVERSITY,74.22,Bachelor,USA,Manufacturing,Biz Dev,No,197,33.1,24,91,75,86,31,24,26,50.6,NA
742,John1272,No,Male,47,31.7,Job Board,HARVARD UNIVERSITY,85.11,Doctor,Tokyo,Manufacturing,Marketing,No,188,52.2,3,81,94,71,93,74,18,65.6,NA
2696,Jane1273,Yes,Female,37,22.1,Job Board,UNIVERSITY OF OXFORD,87.78,Bachelor,Singapore,Administration,Manufacturing,No,172,50.2,12,76,75,70,22,20,34,43,NA
4085,Jane1274,No,Female,35,15.4,Job Board,UNIVERSITY OF CHICAGO,74.75,HighSchool,Seoul,Manufacturing,Marketing,No,140,68,2,70,72,89,93,70,2,61.8,NA
2582,John1275,No,Male,42,20,Special,OSAKA UNIVERSITY,77.56,Master,Singapore,Manufacturing,Tech Support,No,153,74.6,15,91,78,89,28,4,31,43.4,NA
419,Jane1276,Yes,Female,47,33.6,Job Board,PEKING UNIVERSITY,88.37,Bachelor,Shanghai,Marketing,Tech Support,No,172,67.2,0,74,95,88,25,18,68,46.1,99956
989,John1277,No,Male,45,27.6,Intern,PRINCETON UNIVERSITY,82.44,Bachelor,Tokyo,Manufacturing,Biz Dev,No,195,32.8,13,98,79,88,43,52,18,54,NA
4298,John1278,No,Male,35,16.2,Job Board,UNIVERSITY OF OXFORD,83.78,HighSchool,Shanghai,Research,Marketing,No,96,56.1,5,74,81,84,92,74,47,66.5,NA
5376,John1279,No,Male,45,37.1,Job Board,PRINCETON UNIVERSITY,98.44,Bachelor,Tokyo,Marketing,Quality Assurance,Yes,32,26.4,23,89,96,86,12,50,32,44.6,122152
4776,John1280,No,Male,50,32.1,Job Board,PEKING UNIVERSITY,73.11,2-Year College,Singapore,Manufacturing,Tech Support,No,153,38.3,24,100,77,74,17,7,51,44.2,NA
2942,John1281,No,Male,36,17.5,Job Board,UNIVERSITY OF CHICAGO,76.67,Master,Tokyo,Administration,Biz Dev,No,146,25.2,28,75,72,81,23,41,44,52.5,NA
1008,John1282,No,Male,32,13.5,Job Board,SEOUL NATIONAL UNIVERSITY,85.11,Doctor,Singapore,Administration,Manufacturing,No,8,27.9,27,73,70,71,1,19,45,41.5,NA
462,Jane1283,No,Female,32,20.1,Overseas,LEIDEN UNIVERSITY,84,Bachelor,Shanghai,Manufacturing,Tech Support,No,120,50,5,77,74,74,1,6,12,43.4,NA
501,Jane1284,No,Female,32,14.7,Job Board,UNIVERSITY OF CAMBRIDGE,88,Master,Shanghai,Research,Human Resources,No,317,69.4,2,82,68,64,67,85,61,65.2,NA
1312,John1285,No,Male,34,13.4,Job Board,UNIVERSITY OF CAMBRIDGE,83.33,2-Year College,Tokyo,Research,Tech Support,No,157,40.6,13,75,95,100,9,13,20,39.2,NA
3536,John1286,No,Male,40,19.4,Job Board,HARVARD UNIVERSITY,67.33,HighSchool,Amsterdam,Marketing,Manufacturing,No,34,37.4,16,71,94,87,15,22,2,39.2,47924
4691,John1287,No,Male,29,21,Job Board,YALE UNIVERSITY,80.23,Master,USA,Research,Manufacturing,Yes,54,55.1,4,98,79,76,34,19,19,42.6,NA
5388,John1288,No,Male,44,26.4,Job Board,STANFORD UNIVERSITY,78.89,Bachelor,Singapore,Manufacturing,Tech Support,No,222,45.8,22,78,82,74,6,14,59,46.5,NA
4996,Jane1289,No,Female,41,24.9,Special,SEOUL NATIONAL UNIVERSITY,83.78,Bachelor,Tokyo,Research,Biz Dev,No,41,73.8,7,91,94,66,80,50,38,56,NA
3660,John1290,No,Male,44,27,Special,STANFORD UNIVERSITY,93.56,Bachelor,Tokyo,Manufacturing,Tech Support,No,218,35.6,9,82,90,66,33,6,17,41.8,NA
5681,John1291,No,Male,35,17,Intern,PRINCETON UNIVERSITY,84.44,Master,Singapore,Manufacturing,Tech Support,No,239,56.1,21,98,93,66,25,16,42,45,NA
1726,Jane1292,No,Female,45,28.5,Job Board,SEOUL NATIONAL UNIVERSITY,93.33,2-Year College,Amsterdam,Research,Manufacturing,No,38,52.1,10,99,76,74,8,19,3,37.2,NA
4728,John1293,No,Male,28,11.4,Job Board,THE UNIVERSITY OF TOKYO,85.11,Master,Singapore,Manufacturing,Biz Dev,No,357,28.9,13,79,95,70,15,33,35,55.7,NA
1003,John1294,No,Male,37,30.2,Job Board,MCGILL UNIVERSITY,84,Bachelor,Tokyo,Manufacturing,Manufacturing,Yes,351,42.6,17,79,90,96,2,40,21,46.5,NA
2796,John1295,No,Male,52,34.8,Job Board,PRINCETON UNIVERSITY,80.22,HighSchool,Singapore,Manufacturing,Biz Dev,No,167,41.1,24,94,75,68,33,39,63,54,NA
1944,John1296,No,Male,41,35.1,Job Board,UNIVERSITY OF TORONTO,85.11,HighSchool,Tokyo,Manufacturing,Biz Dev,Yes,206,64,21,90,79,63,74,47,21,62.8,NA
178,John1297,No,Male,42,21.4,Job Board,STANFORD UNIVERSITY,72.44,2-Year College,Singapore,Research,Tech Support,No,45,27.6,15,69,66,62,9,16,52,43,NA
3799,John1298,No,Male,40,22.6,Job Board,HARVARD UNIVERSITY,77.67,Bachelor,Shanghai,Manufacturing,Finance,No,190,55.4,10,93,74,64,35,57,70,56.7,NA
2358,John1299,No,Male,42,23.9,Special,THE UNIVERSITY OF TOKYO,70.67,Bachelor,Seoul,Administration,Manufacturing,No,231,46.3,17,94,94,82,16,22,5,44,NA
2230,John1300,No,Male,43,22,Special,THE UNIVERSITY OF TOKYO,73.11,Bachelor,USA,Marketing,Tech Support,No,19,48.8,4,68,93,81,21,11,16,37.7,72630
162,Jane1301,No,Female,29,26.5,Job Board,STANFORD UNIVERSITY,83.33,Bachelor,Tokyo,Research,Marketing,Yes,87,41,9,98,71,94,93,76,47,65.5,NA
5225,John1302,No,Male,39,29.9,Job Board,NAGOYA UNIVERSITY,76,Bachelor,Tokyo,Manufacturing,Biz Dev,Yes,156,42.2,5,81,75,90,22,37,14,45.8,NA
337,John1303,No,Male,35,20.8,Job Board,PRINCETON UNIVERSITY,67.56,Doctor,Tokyo,Marketing,Tech Support,No,48,42.4,11,94,77,77,12,2,36,37.8,52953
4235,John1304,No,Male,36,19.3,Job Board,TSINGHUA UNIVERSITY,92.22,Master,Singapore,Marketing,Marketing,No,378,48.9,23,82,75,71,72,75,87,68,82100
401,John1305,No,Male,31,16.5,Intern,CORNELL UNIVERSITY,79.56,Bachelor,Tokyo,Manufacturing,Marketing,No,273,36,9,92,67,69,74,76,4,61.6,NA
4284,John1306,No,Male,36,17.1,Job Board,UNIVERSITY OF HONG KONG,82.89,Master,Singapore,Administration,Finance,No,27,55.5,14,73,89,80,26,71,87,58.5,NA
40,John1307,No,Male,34,13.9,Job Board,CORNELL UNIVERSITY,68,HighSchool,Seoul,Marketing,Tech Support,No,191,47.4,11,78,87,88,22,14,34,50.9,49759
2595,John1308,No,Male,41,22,Special,YALE UNIVERSITY,87.67,Bachelor,Singapore,Manufacturing,Manufacturing,No,303,38,18,98,79,82,5,39,41,46.9,NA
1710,John1309,No,Male,45,22.7,Job Board,OSAKA UNIVERSITY,67.56,Bachelor,Singapore,Manufacturing,Manufacturing,No,153,44.2,16,72,94,86,23,16,45,48.2,NA
3143,John1310,No,Male,39,23.6,Job Board,THE UNIVERSITY OF TOKYO,77.33,Bachelor,Shanghai,Research,Manufacturing,No,49,35.3,0,77,85,94,32,23,11,41.3,NA
5440,John1311,No,Male,30,8.8,Intern,OSAKA UNIVERSITY,69.11,Bachelor,Tokyo,Research,Human Resources,No,35,59.7,4,91,91,84,84,84,31,65,NA
3137,John1312,No,Male,38,20.3,Job Board,STANFORD UNIVERSITY,83.11,Bachelor,Singapore,Administration,Manufacturing,No,8,28.8,13,97,70,84,38,12,33,44.9,NA
2870,John1313,No,Male,39,20.3,Job Board,SEOUL NATIONAL UNIVERSITY,78.22,Bachelor,Singapore,Manufacturing,Manufacturing,No,153,57.4,17,71,71,86,31,39,24,50.9,NA
2969,Jane1314,No,Female,35,21,Overseas,OSAKA UNIVERSITY,87.67,2-Year College,Seoul,Marketing,Marketing,No,35,84.2,3,84,86,89,69,72,15,58.5,170533
5545,Jane1315,No,Female,33,12.3,Job Board,SEOUL NATIONAL UNIVERSITY,84.67,Bachelor,USA,Research,Manufacturing,No,19,44.3,13,87,87,69,17,18,20,40.1,NA
1621,John1316,No,Male,41,21.6,Job Board,STANFORD UNIVERSITY,73.11,Master,Tokyo,Manufacturing,Manufacturing,No,265,44,6,82,95,97,20,29,15,46.5,NA
3334,Jane1317,No,Female,39,24.6,Job Board,SEOUL NATIONAL UNIVERSITY,89.33,Bachelor,Tokyo,Research,Human Resources,No,50,48.1,3,88,98,95,85,77,21,59.1,NA
5093,Jane1318,No,Female,29,16,Job Board,PRINCETON UNIVERSITY,84.67,Bachelor,Singapore,Research,Quality Assurance,No,48,47.8,11,67,71,92,58,49,42,45.6,NA
3589,Jane1319,No,Female,37,20.8,Job Board,PRINCETON UNIVERSITY,91.56,Master,USA,Manufacturing,Biz Dev,No,304,46.3,8,88,100,66,50,35,4,54.5,NA
2763,John1320,No,Male,43,22.4,Job Board,STANFORD UNIVERSITY,83.33,Bachelor,Tokyo,Manufacturing,Manufacturing,No,206,41.1,25,77,86,66,13,24,27,44.5,NA
4157,John1321,No,Male,28,10.3,Special,YALE UNIVERSITY,80,Bachelor,Tokyo,Administration,Marketing,No,33,16.7,12,78,67,85,93,73,16,62.2,NA
3630,John1322,No,Male,36,14.9,Job Board,SOGANG UNIVERSITY,79.11,Bachelor,Singapore,Marketing,Manufacturing,No,13,37.5,10,94,93,86,36,26,34,42.6,79677
353,John1323,No,Male,35,13.7,Overseas,PEKING UNIVERSITY,70.67,Doctor,Tokyo,Administration,Marketing,No,207,45.3,9,88,95,82,73,75,29,63,NA
2380,John1324,No,Male,45,28.4,Special,"	EMORY UNIVERSITY",81.56,Bachelor,Tokyo,Research,Manufacturing,No,28,65.6,15,82,94,87,38,32,30,52.4,NA
4673,Jane1325,No,Female,30,15.9,Intern,UNIVERSITY OF CHICAGO,92,Bachelor,Tokyo,Manufacturing,Marketing,No,148,51.8,12,84,73,80,89,74,31,66,NA
3634,John1326,No,Male,33,17,Job Board,TSINGHUA UNIVERSITY,85.11,Bachelor,Shanghai,Research,Marketing,No,45,51,4,89,79,62,91,74,29,63,NA
1959,John1327,No,Male,44,23.9,Intern,HOKKAIDO UNIVERSITY,80,Doctor,Tokyo,Manufacturing,Biz Dev,No,153,35,15,79,66,85,28,50,33,51.2,NA
1965,John1328,No,Male,42,22.5,Job Board,DUKE UNIVERSITY,77.56,HighSchool,Shanghai,Research,Manufacturing,No,97,54.2,23,75,97,70,36,13,23,48.9,NA
3947,John1329,No,Male,32,20,Special,SEOUL NATIONAL UNIVERSITY,57.56,Doctor,Shanghai,Manufacturing,Quality Assurance,No,289,42,5,68,78,62,49,33,26,48.6,NA
1484,John1330,Yes,Male,50,27.8,Job Board,KYOTO UNIVERSITY,76.22,Doctor,Tokyo,Manufacturing,Tech Support,No,368,42.9,23,69,78,81,18,36,31,38.5,NA
3348,Jane1331,Yes,Female,36,32,Special,HARVARD UNIVERSITY,87.67,Master,Tokyo,Manufacturing,Manufacturing,Yes,447,53.1,9,85,98,82,3,7,7,31.8,NA
5570,John1332,No,Male,35,15.5,Intern,YALE UNIVERSITY,72,Doctor,Tokyo,Manufacturing,Finance,No,191,30,28,100,67,74,7,42,71,54.7,NA
5464,John1333,No,Male,31,13.4,Job Board,SOGANG UNIVERSITY,91.56,Master,Singapore,Administration,Manufacturing,No,8,66,1,99,70,86,27,43,31,49.1,NA
2706,John1334,No,Male,39,19.6,Job Board,PEKING UNIVERSITY,86.98,Bachelor,Shanghai,Manufacturing,Manufacturing,No,188,39.1,20,79,71,63,23,42,27,48,NA
392,Jane1335,No,Female,30,12.6,Job Board,STANFORD UNIVERSITY,76.44,Bachelor,Tokyo,Manufacturing,Tech Support,No,171,38.9,12,81,80,66,2,11,26,43.3,NA
1935,John1336,No,Male,43,24.7,Job Board,KYOTO UNIVERSITY,74.67,Bachelor,Shanghai,Marketing,Manufacturing,No,99,48.6,8,74,82,70,25,27,65,49.7,59017
2283,John1337,Yes,Male,45,24.8,Special,THE UNIVERSITY OF TOKYO,67.56,Master,Tokyo,Manufacturing,Manufacturing,No,427,44.9,9,79,98,64,14,14,19,36.5,NA
1194,Jane1338,No,Female,25,9.7,Intern,UNIVERSITY OF HONG KONG,84.89,Master,Tokyo,Manufacturing,Manufacturing,No,370,36.3,13,80,91,62,7,10,27,41.8,NA
1262,Jane1339,Yes,Female,32,15.6,Job Board,UNIVERSITY OF OXFORD,89.11,Master,Tokyo,Manufacturing,Tech Support,No,321,56.5,6,81,88,74,26,12,18,40.5,NA
176,John1340,Yes,Male,29,9.7,Intern,THE UNIVERSITY OF TOKYO,77.56,2-Year College,Tokyo,Marketing,Quality Assurance,No,207,46.4,9,79,87,94,41,24,37,38.9,90305
2290,John1341,No,Male,43,23.5,Job Board,HARVARD UNIVERSITY,71.78,Bachelor,Singapore,Administration,Biz Dev,No,8,60.5,8,100,89,77,12,39,59,51.7,NA
1588,John1342,No,Male,44,30.4,Job Board,UNIVERSITY OF CHICAGO,73.11,Bachelor,Seoul,Manufacturing,Marketing,No,434,83.1,6,94,95,73,91,74,8,68.8,NA
2121,John1343,No,Male,43,25.3,Job Board,THE UNIVERSITY OF TOKYO,81.56,Bachelor,Shanghai,Research,Manufacturing,No,38,49.3,11,78,77,70,30,33,17,43.2,NA
214,John1344,No,Male,26,4.8,Job Board,KYOTO UNIVERSITY,75.12,Master,Tokyo,Manufacturing,Marketing,No,186,42.6,6,88,71,82,92,74,18,65.3,NA
5451,Jane1345,No,Female,39,19,Overseas,MIT,80,Bachelor,Seoul,Research,Marketing,No,32,82.7,4,68,86,71,91,74,6,60.8,NA
3921,John1346,No,Male,38,19.6,Job Board,UNIVERSITY OF OXFORD,78.67,Bachelor,Singapore,Marketing,Quality Assurance,No,78,47.3,18,91,67,94,50,42,28,44.6,50324
173,Jane1347,No,Female,32,15.3,Intern,UNIVERSITY OF CAMBRIDGE,78.89,Bachelor,Singapore,Administration,Legal,No,53,32.2,11,74,91,87,10,44,94,48.5,NA
5275,John1348,No,Male,37,16.9,Intern,KYOTO UNIVERSITY,92,Master,Shanghai,Administration,Marketing,No,20,34,9,72,85,68,94,72,32,64.7,NA
492,John1349,No,Male,40,19.5,Job Board,YALE UNIVERSITY,85.58,Bachelor,Tokyo,Manufacturing,Manufacturing,No,153,50.1,5,78,96,100,13,15,21,45.3,NA
2895,John1350,No,Male,39,21.1,Job Board,SOGANG UNIVERSITY,86.67,HighSchool,USA,Marketing,Biz Dev,No,26,25.4,5,98,94,74,44,60,32,51.8,67831
2681,John1351,No,Male,39,31,Special,ECOLE NORMALE SUP?RIEURE DE LYON,72.44,Master,Amsterdam,Manufacturing,Biz Dev,Yes,212,42.8,20,78,85,93,31,34,3,48.6,NA
856,Jane1352,No,Female,50,32.5,Job Board,HOKKAIDO UNIVERSITY,84.22,Master,Tokyo,Marketing,Biz Dev,No,33,67.3,10,96,99,94,36,56,57,52.6,142432
1716,John1353,No,Male,44,24.7,Job Board,STANFORD UNIVERSITY,70.22,Doctor,Tokyo,Manufacturing,Tech Support,No,156,48.6,17,83,89,86,36,15,19,46,NA
102,John1354,No,Male,37,15.4,Job Board,HARVARD UNIVERSITY,86.28,Bachelor,Singapore,Manufacturing,Manufacturing,No,205,42,14,93,91,81,14,13,39,48,NA
1434,John1355,No,Male,31,11.2,Job Board,THE UNIVERSITY OF TOKYO,84.44,Bachelor,Amsterdam,Marketing,Tech Support,No,80,65.7,23,83,75,85,26,18,40,47.9,66608
1610,John1356,No,Male,41,33,Job Board,UNIVERSITY OF CAMBRIDGE,69.78,Doctor,Tokyo,Manufacturing,Human Resources,Yes,225,45.6,1,69,73,92,84,90,17,65.1,NA
4041,John1357,No,Male,38,19.1,Job Board,SOGANG UNIVERSITY,87.56,HighSchool,Shanghai,Research,Tech Support,No,48,51.1,19,76,82,92,11,15,23,45.6,NA
2903,John1358,No,Male,39,19.4,Job Board,MCGILL UNIVERSITY,78,Bachelor,Tokyo,Research,Tech Support,No,101,50.9,14,82,99,64,16,14,52,42.8,NA
3444,John1359,Yes,Male,35,15.5,Job Board,THE UNIVERSITY OF TOKYO,76.44,Bachelor,Seoul,Research,Manufacturing,No,335,67.3,19,90,67,75,32,19,10,41.5,NA
2721,John1360,No,Male,43,35.7,Special,UNIVERSITY OF OXFORD,78.44,HighSchool,Tokyo,Marketing,Tech Support,Yes,13,31.8,10,96,98,76,23,11,13,37,99581
1675,Jane1361,No,Female,41,24.7,Job Board,KYOTO UNIVERSITY,62.67,Bachelor,Shanghai,Manufacturing,Biz Dev,No,215,56.9,11,86,99,62,52,39,34,60.2,NA
4443,John1362,No,Male,33,15.9,Intern,HARVARD UNIVERSITY,82.79,Master,Singapore,Administration,Biz Dev,No,120,44.1,18,72,89,66,28,40,36,56.1,NA
1470,John1363,No,Male,32,12.8,Job Board,TSINGHUA UNIVERSITY,80,HighSchool,Seoul,Marketing,Tech Support,No,335,90.8,13,70,88,93,13,12,51,51.8,108091
1858,John1364,Yes,Male,38,15.8,Overseas,UNIVERSITY OF OXFORD,81.33,Bachelor,Shanghai,Manufacturing,Finance,No,401,48.9,12,92,83,62,1,17,63,44.9,NA
3159,John1365,No,Male,40,23.5,Job Board,DUKE UNIVERSITY,74.89,2-Year College,Tokyo,Marketing,Tech Support,No,40,53.7,21,99,82,89,22,13,37,42.6,142214
2270,John1366,No,Male,44,38.9,Special,THE UNIVERSITY OF TOKYO,87.11,Master,Tokyo,Research,Tech Support,Yes,35,52.2,19,80,87,83,12,4,34,39,NA
955,John1367,No,Male,48,29.7,Job Board,THE UNIVERSITY OF TOKYO,82.67,Bachelor,Shanghai,Administration,Biz Dev,No,56,33.8,13,91,72,85,34,36,18,42.2,NA
140,John1368,Yes,Male,43,25.3,Job Board,STANFORD UNIVERSITY,78.44,2-Year College,Tokyo,Marketing,Tech Support,No,188,52.9,23,78,72,63,25,36,69,47.8,106680
2110,John1369,No,Male,42,21.7,Job Board,THE UNIVERSITY OF TOKYO,81.33,Master,Seoul,Research,Manufacturing,No,249,79,13,72,89,67,31,10,4,51,NA
3612,John1370,No,Male,42,22.1,Special,OSAKA UNIVERSITY,72.44,Bachelor,Tokyo,Manufacturing,Manufacturing,No,156,31.7,13,94,67,69,31,33,11,48.1,NA
2086,John1371,No,Male,42,25.4,Job Board,DUKE UNIVERSITY,75.81,Bachelor,Tokyo,Manufacturing,Biz Dev,No,325,36,10,72,67,87,23,27,20,50,NA
5675,John1372,No,Male,28,11.2,Intern,STANFORD UNIVERSITY,76.44,Bachelor,Shanghai,Marketing,Tech Support,No,48,43,13,86,91,79,29,25,38,40.4,86958
4195,John1373,No,Male,50,38.7,Job Board,SEOUL NATIONAL UNIVERSITY,76.44,2-Year College,Singapore,Manufacturing,Tech Support,Yes,192,31.9,15,85,98,93,29,16,69,49,NA
4219,John1374,Yes,Male,49,33.7,Job Board,UNIVERSITY OF SUSSEX,68,Master,Shanghai,Research,Biz Dev,No,238,56.7,0,89,93,91,2,8,33,38.4,NA
2560,John1375,No,Male,40,22.6,Intern,SEOUL NATIONAL UNIVERSITY,70.22,Bachelor,Tokyo,Manufacturing,Marketing,No,225,32.8,15,88,94,81,91,74,28,67,NA
1448,John1376,No,Male,39,22.9,Job Board,"	EMORY UNIVERSITY",75.78,Bachelor,USA,Marketing,Marketing,No,116,43.5,19,71,73,74,92,72,23,62.3,78639
2446,Jane1377,No,Female,37,22.6,Special,PEKING UNIVERSITY,76,2-Year College,Shanghai,Research,Biz Dev,No,146,58.2,0,100,94,84,34,57,5,51.8,NA
4083,John1378,No,Male,37,24.9,Job Board,MIT,88.67,HighSchool,Tokyo,Marketing,Marketing,No,51,44.4,12,68,87,76,89,72,40,64.7,105481
916,John1379,No,Male,44,25.6,Job Board,UNIVERSITY OF CHICAGO,76.89,HighSchool,Seoul,Marketing,Tech Support,No,309,46,20,87,74,99,17,18,31,40.9,123087
5353,John1380,No,Male,33,20.4,Intern,UNIVERSITY OF PENNSYLVANIA,98,Bachelor,Tokyo,Manufacturing,Human Resources,Yes,188,51.8,10,93,91,74,80,78,48,65.2,NA
1268,John1381,Yes,Male,34,14.5,Job Board,MIT,72.22,Doctor,Tokyo,Manufacturing,Manufacturing,No,370,48.6,9,70,92,99,30,8,13,36.8,NA
226,John1382,No,Male,32,23.1,Job Board,THE UNIVERSITY OF TOKYO,74.22,Bachelor,USA,Manufacturing,Marketing,Yes,169,36.2,12,92,91,74,72,73,31,63.5,NA
1966,John1383,No,Male,52,42.3,Job Board,KYOTO UNIVERSITY,85.6,Doctor,Shanghai,Manufacturing,Tech Support,Yes,223,53.9,1,85,72,90,32,22,44,45.5,NA
124,John1384,No,Male,32,15,Intern,ECOLE NORMALE SUP?RIEURE DE LYON,82.22,Bachelor,Tokyo,Research,Tech Support,No,160,67.6,16,94,90,93,17,8,25,53.4,NA
5656,John1385,No,Male,43,23.3,Job Board,HARVARD UNIVERSITY,78.44,Bachelor,Amsterdam,Manufacturing,Biz Dev,No,289,41.4,8,73,98,74,1,32,19,45.5,NA
4155,John1386,No,Male,39,28,Special,UNIVERSITY OF CAMBRIDGE,77.56,Bachelor,USA,Manufacturing,Marketing,Yes,188,22.4,13,69,70,88,89,74,12,63.5,NA
3170,John1387,No,Male,38,26.1,Job Board,UNIVERSITY OF OXFORD,81.78,Master,Singapore,Manufacturing,Marketing,Yes,169,24.4,12,73,71,75,95,72,52,67.7,NA
5473,Jane1388,No,Female,29,11.7,Intern,OSAKA UNIVERSITY,77.67,Bachelor,Seoul,Manufacturing,Biz Dev,No,80,81.6,0,75,85,63,46,43,18,56,NA
4994,John1389,No,Male,36,18.4,Overseas,UNIVERSITY OF CAMBRIDGE,80.22,Bachelor,Tokyo,Manufacturing,Marketing,No,221,57.9,6,85,91,80,91,72,22,66.3,NA
836,Jane1390,No,Female,28,9.9,Job Board,CORNELL UNIVERSITY,83.56,Bachelor,Shanghai,Manufacturing,Biz Dev,No,167,46.1,0,69,92,67,16,60,20,46.7,NA
4118,Jane1391,No,Female,35,17.4,Special,OSAKA UNIVERSITY,66.67,Master,Tokyo,Research,Manufacturing,No,76,61.8,9,92,98,93,9,24,31,47.5,NA
3040,John1392,No,Male,41,23.1,Job Board,ECOLE NORMALE SUP?RIEURE DE LYON,60.89,2-Year College,Seoul,Administration,Human Resources,No,227,67.3,7,83,76,89,76,83,9,62.1,NA
2018,John1393,No,Male,45,26.2,Job Board,"	EMORY UNIVERSITY",87.11,Doctor,Seoul,Manufacturing,Manufacturing,No,405,72.4,6,78,80,66,11,16,6,48.5,NA
2179,John1394,No,Male,42,23.2,Job Board,UNIVERSITY OF OXFORD,74.67,Bachelor,Singapore,Marketing,Manufacturing,No,117,57.5,12,72,78,91,31,30,36,46.9,116614
1713,John1395,No,Male,44,26.4,Special,STANFORD UNIVERSITY,76.89,Bachelor,Singapore,Marketing,Manufacturing,No,182,18.5,14,90,67,72,31,26,44,46,67551
4368,John1396,No,Male,33,16,Job Board,UNIVERSITY OF CAMBRIDGE,81.11,2-Year College,Singapore,Administration,Tech Support,No,8,44.3,15,68,97,65,18,15,68,44.3,NA
3455,John1397,No,Male,39,21.3,Special,HOKKAIDO UNIVERSITY,62,Bachelor,Tokyo,Research,Marketing,No,68,43,7,89,85,66,86,78,27,65,NA
3819,John1398,No,Male,44,22.7,Job Board,NAGOYA UNIVERSITY,80.89,2-Year College,Singapore,Research,Manufacturing,No,75,22.2,21,96,66,64,38,8,38,42.9,NA
4943,John1399,No,Male,28,9,Job Board,SOGANG UNIVERSITY,86.44,Bachelor,Shanghai,Manufacturing,Tech Support,No,237,41.8,13,77,98,71,28,17,25,40.9,NA
1271,John1400,No,Male,34,14.7,Job Board,KYOTO UNIVERSITY,84.44,Master,Amsterdam,Manufacturing,Quality Assurance,No,155,42.2,11,82,92,72,40,36,18,50.6,NA
2868,John1401,No,Male,39,23.8,Job Board,KYOTO UNIVERSITY,73.78,Master,Shanghai,Marketing,Biz Dev,No,184,41.3,1,80,75,69,44,41,43,48.4,66123
1786,John1402,No,Male,40,21.8,Job Board,SEOUL NATIONAL UNIVERSITY,93.56,Master,Shanghai,Marketing,Manufacturing,No,86,75.7,8,94,79,65,10,13,69,51.4,155438
3872,John1403,No,Male,44,24,Job Board,CORNELL UNIVERSITY,84.67,2-Year College,Shanghai,Research,Biz Dev,No,127,32.6,9,76,79,99,57,28,19,44.8,NA
1538,John1404,No,Male,43,24.7,Special,UNIVERSITY OF OXFORD,80.44,2-Year College,Singapore,Marketing,Human Resources,No,134,75,5,98,88,99,88,85,83,69,112440
2734,John1405,No,Male,39,22.3,Special,STANFORD UNIVERSITY,69.78,Bachelor,Tokyo,Manufacturing,Biz Dev,No,153,45.7,13,71,83,79,23,44,36,48,NA
98,John1406,No,Male,31,8.6,Intern,HARVARD UNIVERSITY,75.33,Master,USA,Marketing,Biz Dev,No,28,45.3,21,67,87,88,1,39,35,51.2,136214
